src/services/shopService.ts(577,18): error TS1005: ';' expected.
src/services/shopService.ts(950,16): error TS1003: Identifier expected.
src/services/shopService.ts(950,30): error TS1005: ':' expected.
src/services/shopService.ts(951,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(951,57): error TS1005: ':' expected.
src/services/shopService.ts(951,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(952,17): error TS1003: Identifier expected.
src/services/shopService.ts(952,20): error TS1005: ':' expected.
src/services/shopService.ts(953,23): error TS1003: Identifier expected.
src/services/shopService.ts(953,25): error TS1005: ':' expected.
src/services/shopService.ts(954,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(954,24): error TS1005: ':' expected.
src/services/shopService.ts(956,19): error TS1003: Identifier expected.
src/services/shopService.ts(956,24): error TS1005: ':' expected.
src/services/shopService.ts(956,32): error TS1003: Identifier expected.
src/services/shopService.ts(956,46): error TS1005: ':' expected.
src/services/shopService.ts(956,59): error TS1003: Identifier expected.
src/services/shopService.ts(956,63): error TS1005: ':' expected.
src/services/shopService.ts(956,81): error TS1003: Identifier expected.
src/services/shopService.ts(956,85): error TS1005: ':' expected.
src/services/shopService.ts(956,101): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(956,106): error TS1005: ':' expected.
src/services/shopService.ts(960,13): error TS1003: Identifier expected.
src/services/shopService.ts(960,20): error TS1005: ':' expected.
src/services/shopService.ts(961,15): error TS1003: Identifier expected.
src/services/shopService.ts(961,42): error TS1005: ':' expected.
src/services/shopService.ts(962,22): error TS1003: Identifier expected.
src/services/shopService.ts(962,124): error TS1005: ':' expected.
src/services/shopService.ts(963,19): error TS1003: Identifier expected.
src/services/shopService.ts(963,30): error TS1005: ':' expected.
src/services/shopService.ts(964,16): error TS1003: Identifier expected.
src/services/shopService.ts(964,30): error TS1005: ':' expected.
src/services/shopService.ts(965,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(965,57): error TS1005: ':' expected.
src/services/shopService.ts(965,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(966,17): error TS1003: Identifier expected.
src/services/shopService.ts(966,20): error TS1005: ':' expected.
src/services/shopService.ts(967,23): error TS1003: Identifier expected.
src/services/shopService.ts(967,25): error TS1005: ':' expected.
src/services/shopService.ts(968,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(968,24): error TS1005: ':' expected.
src/services/shopService.ts(970,19): error TS1003: Identifier expected.
src/services/shopService.ts(970,25): error TS1005: ':' expected.
src/services/shopService.ts(970,33): error TS1003: Identifier expected.
src/services/shopService.ts(970,48): error TS1005: ':' expected.
src/services/shopService.ts(970,61): error TS1003: Identifier expected.
src/services/shopService.ts(970,65): error TS1005: ':' expected.
src/services/shopService.ts(970,83): error TS1003: Identifier expected.
src/services/shopService.ts(970,87): error TS1005: ':' expected.
src/services/shopService.ts(970,103): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(970,108): error TS1005: ':' expected.
src/services/shopService.ts(974,13): error TS1003: Identifier expected.
src/services/shopService.ts(974,20): error TS1005: ':' expected.
src/services/shopService.ts(975,15): error TS1003: Identifier expected.
src/services/shopService.ts(975,40): error TS1005: ':' expected.
src/services/shopService.ts(976,22): error TS1003: Identifier expected.
src/services/shopService.ts(976,133): error TS1005: ':' expected.
src/services/shopService.ts(977,19): error TS1003: Identifier expected.
src/services/shopService.ts(977,30): error TS1005: ':' expected.
src/services/shopService.ts(978,16): error TS1003: Identifier expected.
src/services/shopService.ts(978,28): error TS1005: ':' expected.
src/services/shopService.ts(979,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(979,57): error TS1005: ':' expected.
src/services/shopService.ts(979,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(980,17): error TS1003: Identifier expected.
src/services/shopService.ts(980,20): error TS1005: ':' expected.
src/services/shopService.ts(981,23): error TS1003: Identifier expected.
src/services/shopService.ts(981,26): error TS1005: ':' expected.
src/services/shopService.ts(982,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(982,24): error TS1005: ':' expected.
src/services/shopService.ts(984,19): error TS1003: Identifier expected.
src/services/shopService.ts(984,25): error TS1005: ':' expected.
src/services/shopService.ts(984,33): error TS1003: Identifier expected.
src/services/shopService.ts(984,47): error TS1005: ':' expected.
src/services/shopService.ts(984,60): error TS1003: Identifier expected.
src/services/shopService.ts(984,64): error TS1005: ':' expected.
src/services/shopService.ts(984,82): error TS1003: Identifier expected.
src/services/shopService.ts(984,86): error TS1005: ':' expected.
src/services/shopService.ts(984,102): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(984,107): error TS1005: ':' expected.
src/services/shopService.ts(988,13): error TS1003: Identifier expected.
src/services/shopService.ts(988,20): error TS1005: ':' expected.
src/services/shopService.ts(989,15): error TS1003: Identifier expected.
src/services/shopService.ts(989,43): error TS1005: ':' expected.
src/services/shopService.ts(990,22): error TS1003: Identifier expected.
src/services/shopService.ts(990,126): error TS1005: ':' expected.
src/services/shopService.ts(991,19): error TS1003: Identifier expected.
src/services/shopService.ts(991,30): error TS1005: ':' expected.
src/services/shopService.ts(992,16): error TS1003: Identifier expected.
src/services/shopService.ts(992,27): error TS1005: ':' expected.
src/services/shopService.ts(993,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(993,57): error TS1005: ':' expected.
src/services/shopService.ts(993,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(994,17): error TS1003: Identifier expected.
src/services/shopService.ts(994,20): error TS1005: ':' expected.
src/services/shopService.ts(995,23): error TS1003: Identifier expected.
src/services/shopService.ts(995,25): error TS1005: ':' expected.
src/services/shopService.ts(996,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(996,24): error TS1005: ':' expected.
src/services/shopService.ts(998,19): error TS1003: Identifier expected.
src/services/shopService.ts(998,25): error TS1005: ':' expected.
src/services/shopService.ts(998,33): error TS1003: Identifier expected.
src/services/shopService.ts(998,48): error TS1005: ':' expected.
src/services/shopService.ts(998,61): error TS1003: Identifier expected.
src/services/shopService.ts(998,65): error TS1005: ':' expected.
src/services/shopService.ts(998,83): error TS1003: Identifier expected.
src/services/shopService.ts(998,87): error TS1005: ':' expected.
src/services/shopService.ts(998,103): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(998,108): error TS1005: ':' expected.
src/services/shopService.ts(1002,13): error TS1003: Identifier expected.
src/services/shopService.ts(1002,20): error TS1005: ':' expected.
src/services/shopService.ts(1003,15): error TS1003: Identifier expected.
src/services/shopService.ts(1003,42): error TS1005: ':' expected.
src/services/shopService.ts(1004,22): error TS1003: Identifier expected.
src/services/shopService.ts(1004,137): error TS1005: ':' expected.
src/services/shopService.ts(1005,19): error TS1003: Identifier expected.
src/services/shopService.ts(1005,30): error TS1005: ':' expected.
src/services/shopService.ts(1006,16): error TS1003: Identifier expected.
src/services/shopService.ts(1006,27): error TS1005: ':' expected.
src/services/shopService.ts(1007,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(1007,57): error TS1005: ':' expected.
src/services/shopService.ts(1007,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(1008,17): error TS1003: Identifier expected.
src/services/shopService.ts(1008,20): error TS1005: ':' expected.
src/services/shopService.ts(1009,23): error TS1003: Identifier expected.
src/services/shopService.ts(1009,25): error TS1005: ':' expected.
src/services/shopService.ts(1010,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(1010,24): error TS1005: ':' expected.
src/services/shopService.ts(1012,19): error TS1003: Identifier expected.
src/services/shopService.ts(1012,25): error TS1005: ':' expected.
src/services/shopService.ts(1012,33): error TS1003: Identifier expected.
src/services/shopService.ts(1012,47): error TS1005: ':' expected.
src/services/shopService.ts(1012,60): error TS1003: Identifier expected.
src/services/shopService.ts(1012,64): error TS1005: ':' expected.
src/services/shopService.ts(1012,82): error TS1003: Identifier expected.
src/services/shopService.ts(1012,86): error TS1005: ':' expected.
src/services/shopService.ts(1012,102): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(1012,107): error TS1005: ':' expected.
src/services/shopService.ts(1016,13): error TS1003: Identifier expected.
src/services/shopService.ts(1016,20): error TS1005: ':' expected.
src/services/shopService.ts(1017,15): error TS1003: Identifier expected.
src/services/shopService.ts(1017,39): error TS1005: ':' expected.
src/services/shopService.ts(1018,22): error TS1003: Identifier expected.
src/services/shopService.ts(1018,135): error TS1005: ':' expected.
src/services/shopService.ts(1019,19): error TS1003: Identifier expected.
src/services/shopService.ts(1019,30): error TS1005: ':' expected.
src/services/shopService.ts(1020,16): error TS1003: Identifier expected.
src/services/shopService.ts(1020,30): error TS1005: ':' expected.
src/services/shopService.ts(1021,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(1021,57): error TS1005: ':' expected.
src/services/shopService.ts(1021,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(1022,17): error TS1003: Identifier expected.
src/services/shopService.ts(1022,20): error TS1005: ':' expected.
src/services/shopService.ts(1023,23): error TS1003: Identifier expected.
src/services/shopService.ts(1023,25): error TS1005: ':' expected.
src/services/shopService.ts(1024,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(1024,24): error TS1005: ':' expected.
src/services/shopService.ts(1026,19): error TS1003: Identifier expected.
src/services/shopService.ts(1026,25): error TS1005: ':' expected.
src/services/shopService.ts(1026,33): error TS1003: Identifier expected.
src/services/shopService.ts(1026,50): error TS1005: ':' expected.
src/services/shopService.ts(1026,63): error TS1003: Identifier expected.
src/services/shopService.ts(1026,67): error TS1005: ':' expected.
src/services/shopService.ts(1026,85): error TS1003: Identifier expected.
src/services/shopService.ts(1026,89): error TS1005: ':' expected.
src/services/shopService.ts(1026,105): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(1026,110): error TS1005: ':' expected.
src/services/shopService.ts(1030,13): error TS1003: Identifier expected.
src/services/shopService.ts(1030,20): error TS1005: ':' expected.
src/services/shopService.ts(1031,15): error TS1003: Identifier expected.
src/services/shopService.ts(1031,42): error TS1005: ':' expected.
src/services/shopService.ts(1032,22): error TS1003: Identifier expected.
src/services/shopService.ts(1032,117): error TS1005: ':' expected.
src/services/shopService.ts(1033,19): error TS1003: Identifier expected.
src/services/shopService.ts(1033,30): error TS1005: ':' expected.
src/services/shopService.ts(1034,16): error TS1003: Identifier expected.
src/services/shopService.ts(1034,28): error TS1005: ':' expected.
src/services/shopService.ts(1035,18): error TS1181: Array element destructuring pattern expected.
src/services/shopService.ts(1035,57): error TS1005: ':' expected.
src/services/shopService.ts(1035,58): error TS1180: Property destructuring pattern expected.
src/services/shopService.ts(1036,17): error TS1003: Identifier expected.
src/services/shopService.ts(1036,20): error TS1005: ':' expected.
src/services/shopService.ts(1037,23): error TS1003: Identifier expected.
src/services/shopService.ts(1037,25): error TS1005: ':' expected.
src/services/shopService.ts(1038,20): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(1038,24): error TS1005: ':' expected.
src/services/shopService.ts(1040,19): error TS1003: Identifier expected.
src/services/shopService.ts(1040,25): error TS1005: ':' expected.
src/services/shopService.ts(1040,33): error TS1003: Identifier expected.
src/services/shopService.ts(1040,46): error TS1005: ':' expected.
src/services/shopService.ts(1040,59): error TS1003: Identifier expected.
src/services/shopService.ts(1040,64): error TS1005: ':' expected.
src/services/shopService.ts(1040,82): error TS1003: Identifier expected.
src/services/shopService.ts(1040,86): error TS1005: ':' expected.
src/services/shopService.ts(1040,102): error TS1359: Identifier expected. 'true' is a reserved word that cannot be used here.
src/services/shopService.ts(1040,107): error TS1005: ':' expected.
src/services/shopService.ts(1043,1): error TS1128: Declaration or statement expected.
