ID,Category,Topic,Details,Location,Timestamp,Source
RES-20264085,Harvesting,Lavender Honey Harvest,Yield: 25.8kg per hive. Moisture content: 21.2%. HMF levels compliant. Extraction method: Centrifugal.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264086,Disease,Lesser Wax Moth,Pathogen: Achroia grisella. Clinical Signs: Small tunnels in comb; affects stored pollen. Recommended Protocol: Freezing equipment; hygiene. Risk Level: Low.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264087,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 84%. Brood viability: 79%. Temperament: Defensive.,Aberdares,2026-02-12,BeeYield University Research
RES-20264088,Harvesting,Eucalyptus Honey Harvest,Yield: 6.2kg per hive. Moisture content: 18.1%. HMF levels compliant. Extraction method: Centrifugal.,Kitui,2026-02-12,BeeYield University Research
RES-20264089,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Aberdares,2026-02-12,BeeYield University Research
RES-20264090,Harvesting,Lavender Honey Harvest,Yield: 12.3kg per hive. Moisture content: 16.6%. HMF levels compliant. Extraction method: Drip.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264091,Disease,Chalkbrood,Pathogen: Ascosphaera apis. Clinical Signs: Hard white/grey mummies in cells/entrance. Recommended Protocol: Increase ventilation; Re-queen with hygienic stock. Risk Level: Low.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264092,Disease,Chilled Brood,Pathogen: Environmental. Clinical Signs: Larvae dead on outer edges; gray/black color. Recommended Protocol: Reduce hive space; insulate. Risk Level: Low.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264093,Disease,Greater Wax Moth,Pathogen: Galleria mellonella. Clinical Signs: Silk tunnels in comb; destroyed wax; bald brood. Recommended Protocol: Store frames with Para-moth; freeze frames; strong colonies. Risk Level: Medium.,Aberdares,2026-02-12,BeeYield University Research
RES-20264094,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 75%. Brood viability: 89%. Temperament: Aggressive.,Baringo,2026-02-12,BeeYield University Research
RES-20264095,Apiary Management,Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern spotty. Stores: 10kg honey. Mite count: 18/100 bees.,Mombasa,2026-02-12,BeeYield University Research
RES-20264096,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Kisumu,2026-02-12,BeeYield University Research
RES-20264097,Apiary Management,Traditional Log Hive Inspection,Colony Status: Average. Queen laying pattern solid. Stores: 7kg honey. Mite count: 4/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20264098,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 97%. Brood viability: 95%. Temperament: Defensive.,Makueni,2026-02-12,BeeYield University Research
RES-20264099,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Makueni,2026-02-12,BeeYield University Research
RES-20264100,Harvesting,Croton Honey Harvest,Yield: 3.9kg per hive. Moisture content: 21.6%. HMF levels compliant. Extraction method: Centrifugal.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264101,Apiary Management,Top Bar Hive Inspection,Colony Status: Critical. Queen laying pattern drone-layer. Stores: 37kg honey. Mite count: 19/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20264102,Genetics,Queen Performance Metric,Lineage: Kibwezi-Adaptive. Hygienic score: 93%. Brood viability: 78%. Temperament: Aggressive.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264103,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Aberdares,2026-02-12,BeeYield University Research
RES-20264104,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264105,Harvesting,Coffee Blossom Honey Harvest,Yield: 5.3kg per hive. Moisture content: 18.7%. HMF levels compliant. Extraction method: Centrifugal.,Kisumu,2026-02-12,BeeYield University Research
RES-20264106,Harvesting,Coffee Blossom Honey Harvest,Yield: 25.8kg per hive. Moisture content: 21.0%. HMF levels compliant. Extraction method: Drip.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264107,Apiary Management,Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 34kg honey. Mite count: 16/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20264108,Disease,Acute Bee Paralysis Virus (ABPV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Rapid mortality; often symptomless until collapse. Recommended Protocol: Mite control. Risk Level: High.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264109,Disease,Lesser Wax Moth,Pathogen: Achroia grisella. Clinical Signs: Small tunnels in comb; affects stored pollen. Recommended Protocol: Freezing equipment; hygiene. Risk Level: Low.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264110,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Kisumu,2026-02-12,BeeYield University Research
RES-20264111,Apiary Management,Top Bar Hive Inspection,Colony Status: Weak. Queen laying pattern drone-layer. Stores: 21kg honey. Mite count: 3/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264112,Apiary Management,Flow Hive Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 6kg honey. Mite count: 16/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264113,Disease,Acute Bee Paralysis Virus (ABPV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Rapid mortality; often symptomless until collapse. Recommended Protocol: Mite control. Risk Level: High.,Kakamega,2026-02-12,BeeYield University Research
RES-20264114,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Mombasa,2026-02-12,BeeYield University Research
RES-20264115,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Kakamega,2026-02-12,BeeYield University Research
RES-20264116,Disease,Chronic Bee Paralysis Virus (CBPV),Pathogen: Virus. Clinical Signs: Trembling; hairless/shiny bees; crawling at entrance. Recommended Protocol: Reduce overcrowding; Re-queen. Risk Level: Medium.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264117,Genetics,Queen Performance Metric,Lineage: Makueni-Adaptive. Hygienic score: 81%. Brood viability: 75%. Temperament: Docile.,Makueni,2026-02-12,BeeYield University Research
RES-20264118,Harvesting,Canola Honey Harvest,Yield: 46.0kg per hive. Moisture content: 20.2%. HMF levels compliant. Extraction method: Drip.,Aberdares,2026-02-12,BeeYield University Research
RES-20264119,Harvesting,Canola Honey Harvest,Yield: 28.6kg per hive. Moisture content: 19.1%. HMF levels compliant. Extraction method: Crush & Strain.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264120,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Kakamega,2026-02-12,BeeYield University Research
RES-20264121,Genetics,Queen Performance Metric,Lineage: Nairobi Peri-Urban-Adaptive. Hygienic score: 76%. Brood viability: 76%. Temperament: Docile.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264122,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Aberdares,2026-02-12,BeeYield University Research
RES-20264123,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 86%. Brood viability: 86%. Temperament: Aggressive.,Baringo,2026-02-12,BeeYield University Research
RES-20264124,Apiary Management,Flow Hive Hive Inspection,Colony Status: Swarming. Queen laying pattern spotty. Stores: 32kg honey. Mite count: 9/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20264125,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264126,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 78%. Brood viability: 86%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264127,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Kitui,2026-02-12,BeeYield University Research
RES-20264128,Disease,Greater Wax Moth,Pathogen: Galleria mellonella. Clinical Signs: Silk tunnels in comb; destroyed wax; bald brood. Recommended Protocol: Store frames with Para-moth; freeze frames; strong colonies. Risk Level: Medium.,Baringo,2026-02-12,BeeYield University Research
RES-20264129,Apiary Management,Warre Hive Inspection,Colony Status: Weak. Queen laying pattern drone-layer. Stores: 12kg honey. Mite count: 7/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20264130,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 96%. Brood viability: 93%. Temperament: Defensive.,Narok,2026-02-12,BeeYield University Research
RES-20264131,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Kakamega,2026-02-12,BeeYield University Research
RES-20264132,Disease,Powdery Scale (AFB Variant),Pathogen: Paenibacillus larvae (subsp.). Clinical Signs: Hard brittle scale on cell bottom; resistant to removal. Recommended Protocol: Sterilization of frames; antibiotics ineffective. Risk Level: Critical.,Mombasa,2026-02-12,BeeYield University Research
RES-20264133,Apiary Management,Traditional Log Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 13kg honey. Mite count: 14/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20264134,Genetics,Queen Performance Metric,Lineage: Kibwezi-Adaptive. Hygienic score: 70%. Brood viability: 83%. Temperament: Aggressive.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264135,Harvesting,Coffee Blossom Honey Harvest,Yield: 48.5kg per hive. Moisture content: 21.8%. HMF levels compliant. Extraction method: Crush & Strain.,Aberdares,2026-02-12,BeeYield University Research
RES-20264136,Disease,Nosema Apis,Pathogen: Microsporidian Fungi. Clinical Signs: Faecal streaking on front of hive; crawling bees. Recommended Protocol: Comb replacement; improved ventilation. Risk Level: Medium.,Makueni,2026-02-12,BeeYield University Research
RES-20264137,Disease,Braula Coeca (Bee Louse),Pathogen: Wingless Fly. Clinical Signs: Steals food from queen/workers; tunneling in cappings. Recommended Protocol: Tobacco smoke; Camphor. Risk Level: Low.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264138,Disease,Starvation,Pathogen: Management Failure. Clinical Signs: Bees dead with heads in cells; pile on bottom board. Recommended Protocol: Emergency feeding (fondant/sugar). Risk Level: Critical.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264139,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264140,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Makueni,2026-02-12,BeeYield University Research
RES-20264141,Genetics,Queen Performance Metric,Lineage: Baringo-Adaptive. Hygienic score: 96%. Brood viability: 81%. Temperament: Docile.,Baringo,2026-02-12,BeeYield University Research
RES-20264142,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264143,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264144,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Makueni,2026-02-12,BeeYield University Research
RES-20264145,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 88%. Brood viability: 87%. Temperament: Aggressive.,Mombasa,2026-02-12,BeeYield University Research
RES-20264146,Genetics,Queen Performance Metric,Lineage: Mombasa-Adaptive. Hygienic score: 93%. Brood viability: 98%. Temperament: Docile.,Mombasa,2026-02-12,BeeYield University Research
RES-20264147,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 79%. Brood viability: 77%. Temperament: Docile.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264148,Apiary Management,Langstroth Hive Inspection,Colony Status: Critical. Queen laying pattern spotty. Stores: 12kg honey. Mite count: 20/100 bees.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264149,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264150,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 33kg honey. Mite count: 0/100 bees.,Baringo,2026-02-12,BeeYield University Research
RES-20264151,Disease,Deformed Wing Virus (DWV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Twisted/shriveled wings; shortened abdomen. Recommended Protocol: Control Varroa mites aggressively. Risk Level: Critical.,Kakamega,2026-02-12,BeeYield University Research
RES-20264152,Harvesting,Coffee Blossom Honey Harvest,Yield: 54.5kg per hive. Moisture content: 20.3%. HMF levels compliant. Extraction method: Centrifugal.,Kisumu,2026-02-12,BeeYield University Research
RES-20264153,Apiary Management,Top Bar Hive Inspection,Colony Status: Swarming. Queen laying pattern solid. Stores: 17kg honey. Mite count: 22/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264154,Disease,Parafoulbrood,Pathogen: Bacillus para-alvei. Clinical Signs: Similar to EFB but larvae turn reddish-brown. Recommended Protocol: Antibiotics; Re-queening. Risk Level: Medium.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264155,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264156,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 93%. Brood viability: 89%. Temperament: Docile.,Narok,2026-02-12,BeeYield University Research
RES-20264157,Harvesting,Avocado Honey Harvest,Yield: 53.1kg per hive. Moisture content: 21.3%. HMF levels compliant. Extraction method: Drip.,Kitui,2026-02-12,BeeYield University Research
RES-20264158,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 98%. Brood viability: 86%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264159,Genetics,Queen Performance Metric,Lineage: Kitui-Adaptive. Hygienic score: 90%. Brood viability: 91%. Temperament: Aggressive.,Kitui,2026-02-12,BeeYield University Research
RES-20264160,Apiary Management,Langstroth Hive Inspection,Colony Status: Average. Queen laying pattern spotty. Stores: 39kg honey. Mite count: 9/100 bees.,Kakamega,2026-02-12,BeeYield University Research
RES-20264161,Sustainability,Sustainable Practice Implementation,Integrated Pest Management (IPM) adopted to reduce chemical load.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264162,Disease,American Foulbrood (AFB),"Pathogen: Paenibacillus larvae. Clinical Signs: Sunken, perforated cappings; ropy slime; foul odor. Recommended Protocol: Burning of infected colonies; Terramycin (preventative). Risk Level: Critical.",Narok,2026-02-12,BeeYield University Research
RES-20264163,Harvesting,Baobab Honey Harvest,Yield: 45.4kg per hive. Moisture content: 20.2%. HMF levels compliant. Extraction method: Crush & Strain.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264164,Sustainability,Sustainable Practice Implementation,Using swarm traps to capture local genetics instead of packaged bees.,Narok,2026-02-12,BeeYield University Research
RES-20264165,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 84%. Brood viability: 81%. Temperament: Docile.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264166,Sustainability,Sustainable Practice Implementation,Maintaining 20% natural habitat buffer zones.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264167,Disease,Chilled Brood,Pathogen: Environmental. Clinical Signs: Larvae dead on outer edges; gray/black color. Recommended Protocol: Reduce hive space; insulate. Risk Level: Low.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264168,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 80%. Brood viability: 99%. Temperament: Defensive.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264169,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 85%. Brood viability: 79%. Temperament: Aggressive.,Narok,2026-02-12,BeeYield University Research
RES-20264170,Apiary Management,Warre Hive Inspection,Colony Status: Swarming. Queen laying pattern drone-layer. Stores: 15kg honey. Mite count: 15/100 bees.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264171,Harvesting,Croton Honey Harvest,Yield: 7.7kg per hive. Moisture content: 20.8%. HMF levels compliant. Extraction method: Centrifugal.,Kitui,2026-02-12,BeeYield University Research
RES-20264172,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 88%. Brood viability: 95%. Temperament: Docile.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264173,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 72%. Brood viability: 76%. Temperament: Aggressive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264174,Harvesting,Coffee Blossom Honey Harvest,Yield: 17.3kg per hive. Moisture content: 19.5%. HMF levels compliant. Extraction method: Drip.,Mombasa,2026-02-12,BeeYield University Research
RES-20264175,Apiary Management,Traditional Log Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 34kg honey. Mite count: 2/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20264176,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 92%. Brood viability: 84%. Temperament: Aggressive.,Aberdares,2026-02-12,BeeYield University Research
RES-20264177,Sustainability,Sustainable Practice Implementation,Use of biopesticides during non-foraging hours.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264178,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264179,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264180,Apiary Management,Traditional Log Hive Inspection,Colony Status: Queenless. Queen laying pattern drone-layer. Stores: 20kg honey. Mite count: 20/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264181,Harvesting,Croton Honey Harvest,Yield: 20.2kg per hive. Moisture content: 15.8%. HMF levels compliant. Extraction method: Centrifugal.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264182,Apiary Management,Traditional Log Hive Inspection,Colony Status: Strong. Queen laying pattern solid. Stores: 9kg honey. Mite count: 13/100 bees.,Makueni,2026-02-12,BeeYield University Research
RES-20264183,Disease,Acute Bee Paralysis Virus (ABPV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Rapid mortality; often symptomless until collapse. Recommended Protocol: Mite control. Risk Level: High.,Makueni,2026-02-12,BeeYield University Research
RES-20264184,Apiary Management,Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 7kg honey. Mite count: 4/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264185,Harvesting,Orange Blossom Honey Harvest,Yield: 45.8kg per hive. Moisture content: 15.6%. HMF levels compliant. Extraction method: Crush & Strain.,Makueni,2026-02-12,BeeYield University Research
RES-20264186,Genetics,Queen Performance Metric,Lineage: Mount Kenya-Adaptive. Hygienic score: 93%. Brood viability: 95%. Temperament: Docile.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264187,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 71%. Brood viability: 76%. Temperament: Defensive.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264188,Apiary Management,Top Bar Hive Inspection,Colony Status: Queenless. Queen laying pattern solid. Stores: 7kg honey. Mite count: 14/100 bees.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264189,Genetics,Queen Performance Metric,Lineage: Coastal Region-Adaptive. Hygienic score: 83%. Brood viability: 78%. Temperament: Aggressive.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264190,Apiary Management,Langstroth Hive Inspection,Colony Status: Queenless. Queen laying pattern solid. Stores: 27kg honey. Mite count: 3/100 bees.,Kitui,2026-02-12,BeeYield University Research
RES-20264191,Apiary Management,Flow Hive Hive Inspection,Colony Status: Weak. Queen laying pattern spotty. Stores: 19kg honey. Mite count: 21/100 bees.,Narok,2026-02-12,BeeYield University Research
RES-20264192,Disease,Acute Bee Paralysis Virus (ABPV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Rapid mortality; often symptomless until collapse. Recommended Protocol: Mite control. Risk Level: High.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264193,Harvesting,Coffee Blossom Honey Harvest,Yield: 12.4kg per hive. Moisture content: 22.0%. HMF levels compliant. Extraction method: Drip.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264194,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Mombasa,2026-02-12,BeeYield University Research
RES-20264195,Genetics,Queen Performance Metric,Lineage: Turkana (Arid)-Adaptive. Hygienic score: 71%. Brood viability: 85%. Temperament: Defensive.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264196,Harvesting,Avocado Honey Harvest,Yield: 36.1kg per hive. Moisture content: 18.1%. HMF levels compliant. Extraction method: Crush & Strain.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264197,Harvesting,Acacia Honey Harvest,Yield: 49.6kg per hive. Moisture content: 20.5%. HMF levels compliant. Extraction method: Drip.,Baringo,2026-02-12,BeeYield University Research
RES-20264198,Harvesting,Eucalyptus Honey Harvest,Yield: 49.6kg per hive. Moisture content: 21.7%. HMF levels compliant. Extraction method: Centrifugal.,Aberdares,2026-02-12,BeeYield University Research
RES-20264199,Apiary Management,Traditional Log Hive Inspection,Colony Status: Critical. Queen laying pattern solid. Stores: 10kg honey. Mite count: 16/100 bees.,Kisumu,2026-02-12,BeeYield University Research
RES-20264200,Harvesting,Avocado Honey Harvest,Yield: 12.3kg per hive. Moisture content: 19.3%. HMF levels compliant. Extraction method: Crush & Strain.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264201,Genetics,Queen Performance Metric,Lineage: Narok-Adaptive. Hygienic score: 90%. Brood viability: 83%. Temperament: Defensive.,Narok,2026-02-12,BeeYield University Research
RES-20264202,Genetics,Queen Performance Metric,Lineage: Aberdares-Adaptive. Hygienic score: 87%. Brood viability: 79%. Temperament: Docile.,Aberdares,2026-02-12,BeeYield University Research
RES-20264203,Harvesting,Lavender Honey Harvest,Yield: 31.1kg per hive. Moisture content: 16.9%. HMF levels compliant. Extraction method: Crush & Strain.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264204,Sustainability,Sustainable Practice Implementation,Crop rotation with legumes to boost soil N and nectar.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264205,Sustainability,Sustainable Practice Implementation,Solar wax melting to reduce energy consumption.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264206,Apiary Management,Horizontal Langstroth Hive Inspection,Colony Status: Strong. Queen laying pattern spotty. Stores: 3kg honey. Mite count: 23/100 bees.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264207,Disease,Dysentery,Pathogen: Condition (Not specific pathogen). Clinical Signs: Spotting on frames/entrance; swollen abdomens. Recommended Protocol: Feed thick syrup; flight cleansing weather. Risk Level: Medium.,Kakamega,2026-02-12,BeeYield University Research
RES-20264208,Harvesting,Sunflower Honey Harvest,Yield: 21.0kg per hive. Moisture content: 20.2%. HMF levels compliant. Extraction method: Centrifugal.,Narok,2026-02-12,BeeYield University Research
RES-20264209,Genetics,Queen Performance Metric,Lineage: Kisumu-Adaptive. Hygienic score: 82%. Brood viability: 85%. Temperament: Aggressive.,Kisumu,2026-02-12,BeeYield University Research
RES-20264210,Harvesting,Lavender Honey Harvest,Yield: 23.6kg per hive. Moisture content: 17.3%. HMF levels compliant. Extraction method: Centrifugal.,Turkana (Arid),2026-02-12,BeeYield University Research
RES-20264211,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Mombasa,2026-02-12,BeeYield University Research
RES-20264212,Harvesting,Baobab Honey Harvest,Yield: 17.1kg per hive. Moisture content: 16.5%. HMF levels compliant. Extraction method: Centrifugal.,Makueni,2026-02-12,BeeYield University Research
RES-20264213,Disease,Israeli Acute Paralysis Virus (IAPV),Pathogen: Virus. Clinical Signs: Shivering wings; progression to paralysis and death. Recommended Protocol: Strengthen immunity via nutrition. Risk Level: High.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264214,Harvesting,Coffee Blossom Honey Harvest,Yield: 44.4kg per hive. Moisture content: 18.0%. HMF levels compliant. Extraction method: Centrifugal.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264215,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Rift Valley,2026-02-12,BeeYield University Research
RES-20264216,Apiary Management,Warre Hive Inspection,Colony Status: Strong. Queen laying pattern drone-layer. Stores: 3kg honey. Mite count: 15/100 bees.,Coastal Region,2026-02-12,BeeYield University Research
RES-20264217,Harvesting,Canola Honey Harvest,Yield: 39.8kg per hive. Moisture content: 18.0%. HMF levels compliant. Extraction method: Centrifugal.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264218,Sustainability,Sustainable Practice Implementation,Planting indigenous bee-friendly flora strips (3m width).,Aberdares,2026-02-12,BeeYield University Research
RES-20264219,Harvesting,Croton Honey Harvest,Yield: 18.7kg per hive. Moisture content: 17.3%. HMF levels compliant. Extraction method: Drip.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264220,Sustainability,Sustainable Practice Implementation,Recycling old combs for candle making to reduce waste.,Kibwezi,2026-02-12,BeeYield University Research
RES-20264221,Disease,Powdery Scale (AFB Variant),Pathogen: Paenibacillus larvae (subsp.). Clinical Signs: Hard brittle scale on cell bottom; resistant to removal. Recommended Protocol: Sterilization of frames; antibiotics ineffective. Risk Level: Critical.,Narok,2026-02-12,BeeYield University Research
RES-20264222,Harvesting,Avocado Honey Harvest,Yield: 17.1kg per hive. Moisture content: 18.3%. HMF levels compliant. Extraction method: Centrifugal.,Mount Kenya,2026-02-12,BeeYield University Research
RES-20264223,Harvesting,Avocado Honey Harvest,Yield: 51.4kg per hive. Moisture content: 20.8%. HMF levels compliant. Extraction method: Crush & Strain.,Rift Valley,2026-02-12,BeeYield University Research
RES-20264224,Disease,Asian Hornet,Pathogen: Vespa velutina. Clinical Signs: Hawking behavior at entrance; pile of dead bees. Recommended Protocol: Trapping; Nest destruction; Electric harps. Risk Level: Critical.,Narok,2026-02-12,BeeYield University Research
RES-20264225,Sustainability,Sustainable Practice Implementation,Selecting for local varroa-resistant genetics.,Kitui,2026-02-12,BeeYield University Research
RES-20264226,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Kitui,2026-02-12,BeeYield University Research
RES-20264227,Sustainability,Sustainable Practice Implementation,Minimal intervention beekeeping (MIB) protocols.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264228,Harvesting,Acacia Honey Harvest,Yield: 21.7kg per hive. Moisture content: 20.3%. HMF levels compliant. Extraction method: Crush & Strain.,Mombasa,2026-02-12,BeeYield University Research
RES-20264229,Sustainability,Sustainable Practice Implementation,Organic certification protocols (3km radius minimal spray).,Aberdares,2026-02-12,BeeYield University Research
RES-20264230,Apiary Management,Langstroth Hive Inspection,Colony Status: Weak. Queen laying pattern spotty. Stores: 15kg honey. Mite count: 5/100 bees.,Aberdares,2026-02-12,BeeYield University Research
RES-20264231,Disease,Acute Bee Paralysis Virus (ABPV),Pathogen: Virus (Varroa-vectored). Clinical Signs: Rapid mortality; often symptomless until collapse. Recommended Protocol: Mite control. Risk Level: High.,Nairobi Peri-Urban,2026-02-12,BeeYield University Research
RES-20264232,Sustainability,Sustainable Practice Implementation,Water harvesting for apiary hydration stations.,Rift Valley,2026-02-12,BeeYield University Research
